Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees
065.07191;fonderie ROGER;65203909000038;51 -  RUE DE LA POTERNE BP 12;77620;EGREVILLE;SEINE-ET-MARNE;ILE-DE-FRANCE;639800;2353268;2454Z;Fonderie d'autres métaux non ferreux;;;48.1773127211, 2.87159300575
29208092;SCEA AUX 4 VENTS;40877019600017;Kerinizan Nevez;29830;PLOURIN;FINISTERE;BRETAGNE;81548;2413292;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.5097337285, -4.68729662809
29210011;EARL CARRER;32703600000013;Kergoulouarn;29420;PLOUVORN;FINISTERE;BRETAGNE;130011;2416849;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.5786849555, -4.03765793667
44110059;EARL DU PETIT CANAL;42063580700019;La Dubertière;44390;NORT-SUR-ERDRE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;310760;2278126;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.439222407, -1.49972730678
45226593;Eggteam SAS - Site Domaine de l'Orme;33052563500075;Route de Viglain;45510;NEUVY-EN-SULLIAS;LOIRET;CENTRE;593000;2310700;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.7956885633, 2.24309015401
50422005;EARL DU SCY;33008385800028;Le scy;50500;RAIDS;MANCHE;BASSE-NORMANDIE;331551;2475174;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);49.2176993028, -1.34678917189
54900884;BREFFIERE (SCEA DE LA);41421425400016;la Breffière;49600;GESTE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;338700;2248100;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);47.1810628649, -1.11219047783
555.00603;RUFRAGER ELEVAGE LORRAINE;34164635400033;Site du ROZELIER;55320;SOMMEDIEUE;MEUSE;LORRAINE;828426;2458652;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;49.0849998168, 5.46227402517
56096094;SCEA FORMAL;38491261400011;KERBASCO;56690;LANDAUL;MORBIHAN;BRETAGNE;194400;2319399;0150Z;Culture et élevage associés;7.(a).(iii);disposant de 750 emplacements pour truies;47.7482666165, -3.07652968421
585.03127;ETABLISSEMENT THOMAS ET FILS;32822285600010;La Riolière;85140;SAINT-MARTIN-DES-NOYERS;VENDEE;PAYS-DE-LA-LOIRE;331393;2197118;1012Z;Transformation et conservation de la viande de volaille;;;46.7199557449, -1.17842552047
585.03525;CLAUDE COUTHOUIS;39865881500012;les Duttières;85300;SOULLANS;VENDEE;PAYS-DE-LA-LOIRE;275418;2208319;1012Z;Transformation et conservation de la viande de volaille;;;46.7957216433, -1.91752974862
106.00224;Renault Trucks Centre Ponts Essieux;95450607701029;36 rue du Lyonnais;69800;SAINT-PRIEST;RHONE;RHONE-ALPES;800797.16737721;2080709.5353352;2932Z;Fabrication d'autres équipements automobiles;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;45.6970923602, 4.91496210385
108.00317;pernat emile sa;60632019000055;ZI des Prés Paris  375 rue des Techniques;74970;MARIGNIER;HAUTE-SAVOIE;RHONE-ALPES;922229;2128110;2562A;Décolletage;;;46.0763124002, 6.50414149185
064.00581;DUCLOS ENVIRONNEMENT;33460967400018;86 avenue du 8 mai 1945 - BP42;13240;SEPTEMES-LES-VALLONS;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;845656;1826389;2561Z;Traitement et revêtement des métaux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;43.397135259, 5.36472433535
75200017;EARL BOISSEAU Patrick;32390452400010;La Haute Bonnelière;85250;SAINT-FULGENT;VENDEE;PAYS-DE-LA-LOIRE;332211;2211589;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.8503434916, -1.1761947178
065.06799;FUJIFILM France;30820891700010;16 rue Etienne Jules Marey;78390;BOIS-D'ARCY;YVELINES;ILE-DE-FRANCE;577207;2422586;7420Z;Activités photographiques;;;48.8012813452, 2.02639337102
01074121;AVIPONTE;33052563500059;1780 route de Villars les Dombes;01320;CHALAMONT;AIN;RHONE-ALPES;819500;2114673;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;45.996682755, 5.17064024433
067.00589;COPVIAL SAS;38939060000028;Rue Joseph Graff - CS 40021 Tanneries Cedex;67843;HOLTZHEIM;BAS-RHIN;ALSACE;992436;2408949;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour;48.5597465284, 7.65516988895
063.04837;CAP ATLANTIQUE - site la baule;24440061000055;Avenue Jean Mermoz;44500;LA BAULE-ESCOUBLAC;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;243400;2264899;3821Z;Traitement et élimination des déchets non dangereux;;;47.2874582487, -2.38067254239
052.00346;CEREXAGRI;56980498200357;14 avenue Manon Cormier;33530;BASSENS;GIRONDE;AQUITAINE;374594.832;1992903.521;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;4.(d);Installations chimiques destinées à la fabrication industrielle de produits phytosanitaires et de biocides;44.9000000004, -0.516666990894
49002146;La Croix 1 et 2;30003061600019;Le Petit Moulin;49120;CHEMILLE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;367719;2250473;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.2132113692, -0.730823672666
054.01177;SEVIA;77572139200196;ZI du Grand Pasquier;21470;BRAZEY-EN-PLAINE;COTE-D'OR;BOURGOGNE;818621;2241256;3812Z;Collecte des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;47.135043407, 5.21920295352
052.00009;SARL NOVU 24;37842173900012;LES CHASSELINES  LA BACHELLERIE;24210;THENON;DORDOGNE;AQUITAINE;500448;2016345;3831Z;Démantèlement d'épaves;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;45.1404631904, 1.07118057974
052.06070;Station d'épuration de ST LOUBES ZI;41003460702215;"Station d'épurationLieu dit ""LES VERGNES""";33450;SAINT-LOUBES;GIRONDE;AQUITAINE;381586;1994563;3700Z;Collecte et traitement des eaux usées;;;44.9171646546, -0.428984583831
052.08707;FERTI MEDOC;34530688000112;Route de Sémignan;33112;SAINT-LAURENT-MEDOC;GIRONDE;AQUITAINE;342983;2021718;3821Z;Traitement et élimination des déchets non dangereux;;;45.1479199053, -0.931544985043
053.00452;DMS (DCA-MORY-SHIPP);45750383701973;Rue de la crète au coq;14150;OUISTREHAM;CALVADOS;BASSE-NORMANDIE;410285.201;2476094.79;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;;;49.2542601021, -0.267879815511
053.01916;MIGNOT AUTO PIECE;49322623700011;Route de Sainte-Mère;50480;CHEF-DU-PONT;MANCHE;BASSE-NORMANDIE;333262;2494401;3831Z;Démantèlement d'épaves;;;49.3909622677, -1.33566616168
053.01980;acpp;30938290100010;ZI DIGULLEVILLE BP 233;50440;BEAUMONT-HAGUE;MANCHE;BASSE-NORMANDIE;296806;2527807;2530Z;Fabrication de générateurs de vapeur -  à l'exception des chaudières pour le chauffage central;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;49.674245725, -1.86120459697
053.05741;SIREC;34483477500019;rue du clos rouen;50190;PERIERS;MANCHE;BASSE-NORMANDIE;326539.76;2471823.4;3832Z;Récupération de déchets triés;;;49.1855000469, -1.41325107682
055.05250;HERVE RECUPERATION;45150972300016;ZA de Dily;22350;PLUMAUDAN;COTES-D'ARMOR;BRETAGNE;271377;2382985;3832Z;Récupération de déchets triés;;;48.3622895919, -2.0994721614
063.02010;SOCAUTO SARL;35131855500015;10 ZI Antoigné;72380;SAINTE-JAMME-SUR-SARTHE;SARTHE;PAYS-DE-LA-LOIRE;438500;2351600;4520A;Entretien et réparation de véhicules automobiles légers;;;48.1434671501, 0.166420790333
057.01210;Garage Baudoin;38231233800033;10 rue de la prairie;08000;CHARLEVILLE-MEZIERES;ARDENNES;CHAMPAGNE-ARDENNES;771800;2532000;4520A;Entretien et réparation de véhicules automobiles légers;;;49.7612861548, 4.71834813733
058.00832;NPC;31874637700023;ZI Le Clos Pré  Route du manoir;27460;ALIZAY;EURE;HAUTE-NORMANDIE;516131;2480018;3832Z;Récupération de déchets triés;;;49.3122320901, 1.18402722206
055.01539;SALAISONS CELTIQUES;86250027900057;Le Maupas;35290;SAINT-MEEN-LE-GRAND;ILLE-ET-VILAINE;BRETAGNE;587988.59564599;2354334.1292267;1013A;Préparation industrielle de produits à base de viande;;;48.1880018972, 2.17500000498
061.03288;RADIALL Centr'Alp;55212498400048;642 -  rue Emile Romanet;38340;VOREPPE;ISERE;RHONE-ALPES;857325.94189707;2039459.5941946;2733Z;Fabrication de matériel d'installation électrique;;;45.3073017375, 5.61799000359
064.04973;AIR FRANCE;42049517800683;1201 Route des Cretes Service Energie;06560;VALBONNE;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;600644;2429167;5110Z;Transports aériens de passagers;;;48.8608346676, 2.34527757247
061.03546;RECYLEX;54209770400200;155 avenue de Beaujeu;69657;VILLEFRANCHE-SUR-SAONE;RHONE;RHONE-ALPES;784890;2114760;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;46.0078038351, 4.72410412605
067.00493;Messier-Bugatti-Dowty;71201953800123;1 à 9 rue Antoine de Saint Exupéry;67120;MOLSHEIM;BAS-RHIN;ALSACE;980238;2406045;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;48.5409957435, 7.4877563693
067.00517;BRÄCKER S.A.S.;91562212000011;.132 -  Rue Clemenceau;68920;WINTZENHEIM;HAUT-RHIN;ALSACE;968700;2353310;2894Z;Fabrication de machines pour les industries textiles;;;48.0744946589, 7.2869387804
068.03574;SARL SABAFER;39801934900016;ZONE INDUSTRIELLE 104 RUE THOMAS EDISON;12400;SAINT-AFFRIQUE;AVEYRON;MIDI-PYRENEES;642040.23;1884479.7;3832Z;Récupération de déchets triés;;;43.9605431996, 2.85980687865
072.01636;ALDEVIENNE-DECONS;40271311900137;Z.I.;86150;L'ISLE-JOURDAIN;VIENNE;POITOU-CHARENTES;600644;2429167;2442Z;Métallurgie de l'aluminium;2.(e).(ii);destinées à la fusion -  y compris l'alliage -  de métaux non ferreux et notamment de produits de récupération (affinage -  moulage en fonderie -  etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux;48.8608346676, 2.34527757247
090.00124;CRE de GERGY;15100003100097;3 route de Virey;71590;GERGY;SAONE-ET-LOIRE;BOURGOGNE;797974.80381032;2211134.4251353;8422Z;Défense;;;46.8707018271, 4.93406000392
49002367;MERIAU (EARL);37919237000011;La Petite Moncouaillère;49450;SAINT-MACAIRE-EN-MAUGES;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;347331;2241256;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.1229012766, -0.994587969346
