Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees
051.03645;ISSI France;41896594300016;;60160;MONTATAIRE;OISE;PICARDIE;607300;2473000;515L;Commerce de gros de produits chimiques;;;49.2546722644, 2.43669569313
055.07274;MAKFROID;39248097600035;;29100;DOUARNENEZ;FINISTERE;BRETAGNE;104098;2364650;;non renseigné;;;48.091682316, -4.32756083572
052.00074;BERKEM;39327482400019;Marais Ouest;24680;GARDONNE;DORDOGNE;AQUITAINE;441737.22;1982969.21;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(ii);hydrocarbures oxygénés -  notamment les alcools -  aldéhydes -  cétones -  acides carboxyliques -  esters -  acétates -  éthers -  peroxydes -  résines époxydes;44.829336338, 0.335990000777
051.01714;DENAIN ANZIN METALLURGIE;42460154000018;218 bis rue Menchecourt - BP 235;80100;ABBEVILLE;SOMME;PICARDIE;564358;2568159;2059Z;Fabrication d'autres produits chimiques n.c.a.;1.(e);Broyeurs à charbon d'une capacité d'une tonne heure;50.1082593515, 1.83902346142
052.01398;AFM RECYCLAGE;38348263500232;CS 10022  Chemin de Guiteronde;33882;VILLENAVE-D'ORNON;GIRONDE;AQUITAINE;373379.63;1978627.48;3831Z;Démantèlement d'épaves;;;44.7712828699, -0.525456916217
052.01806;MLPC International -  usine de Rion des Landes;98612018600010;209 Avenue Charles Despiau;40370;RION-DES-LANDES;LANDES;AQUITAINE;338315.24;1885584.05;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(b).(ii);acides tels que acide chromique -  acide fluorhydrique -  acide phosphorique -  acide nitrique -  acide chlorhydrique -  acide sulfurique -  oléum -  acides sulfurés;43.9229763853, -0.919154774974
256.00016;CEPHALON;55206196200114;ZI DES TAUPIERES;58000;NEVERS;NIEVRE;BOURGOGNE;662475;2220888;2120Z;Fabrication de préparations pharmaceutiques;;;46.9849331888, 3.15784037568
074.03832;GDE ROSNY;65382053000356;;93114;ROSNY-SOUS-BOIS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;610700;2430302;371Z;Récupération de matières métalliques recyclables;;;48.870947332, 2.48228085106
49002587;GRIMAULT SCEA;31766666700025;La Jambuère;49510;LA POITEVINIERE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;355200;2252500;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.2269170255, -0.89706051537
052.05717;Centrale de Cogénération PERIGORD ENERGIES;42386547600018;Enceinte de l'usine CONDAT SA Unité de cogénération;24570;LE LARDIN-SAINT-LAZARE;DORDOGNE;AQUITAINE;513166.945;2013511.226;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;45.1166999972, 1.23333000719
054.01234;j p gruhier;42722073600016;4 rue des terres de Soulangy;89700;TONNERRE;YONNE;BOURGOGNE;726369.26;2318325.05;3109A;Fabrication de sièges d'ameublement d'intérieur;;;47.8521039316, 4.02512122465
052.00145;KSB;56980189700616;Rue de la Dronne Z.I. Gagnaire Fonsèche;24490;LA ROCHE-CHALAIS;DORDOGNE;AQUITAINE;416800;2019400;2814Z;Fabrication d'autres articles de robinetterie;;;45.1507261496, 0.0072875837958
068.02148;DUBOIS INDUSTRIES;39265651800017;;46000;CAHORS;LOT;MIDI-PYRENEES;528675;1938937;286F;Fabrication de serrures et de ferrures;;;44.4477950374, 1.44114374724
055.00510;CHU BREST BLANCHISSERIE;26290001200010;;29200;BOHARS;FINISTERE;BRETAGNE;93889;2402625;9601A;Blanchisserie-teinturerie de gros;;;48.4239864404, -4.50840643677
055.01236;BONDUELLE TRAITEUR INTERNATIONAL;95780241600058;Route de Concarneau;29140;ROSPORDEN;FINISTERE;BRETAGNE;139548;2347116;1039A;Autre transformation et conservation de légumes;;;47.960535661, -3.83474563804
052.02602;SMTB;25640435100015;Plate-forme INDUSLACQ;64170;LACQ;PYRENEES-ATLANTIQUES;AQUITAINE;358259.01;1827097.74;3822Z;Traitement et élimination des déchets dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure;43.4048096356, -0.643693351435
055.01406;GDE Fougères;65382053000133;ZI de la Guénaudière;35300;FOUGERES;ILLE-ET-VILAINE;BRETAGNE;339824.4247942;2378152.8695888;3832Z;Récupération de déchets triés;;;48.3500019047, -1.1739999937
052.05745;CREUZET AERONAUTIQUE - Carpète;72705008000017;"Lieu dit ""Carpète""";47200;MARMANDE;LOT-ET-GARONNE;AQUITAINE;426837;1946697;3030Z;Construction aéronautique et spatiale;;;44.4996674072, 0.160427175313
055.01473;Triballat Noyal;70920030700011;2 -  rue Julien Neveu B.P. 93106;35530;NOYAL-SUR-VILAINE;ILLE-ET-VILAINE;BRETAGNE;312308;2353232;1051A;Fabrication de lait liquide et de produits frais;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle);48.1145679041, -1.52817952354
053.00646;MGI Coutier;34484499800080;Parc d'activités Charles Tellier  ZI Ouest;14110;CONDE-SUR-NOIREAU;CALVADOS;BASSE-NORMANDIE;386495;2432209;2932Z;Fabrication d'autres équipements automobiles;;;48.8526502298, -0.571896237458
055.01860;CASSE AUTO DU PETIT RESTO;39983459700011;Le Petit Resto;56700;MERLEVENEZ;MORBIHAN;BRETAGNE;666542.54762769;2306591.4087002;4511Z;Commerce de voitures et de véhicules automobiles légers;;;47.7554018748, 3.22402000457
051.00705;UNILEP;42316962200010;;02203;SOISSONS;AISNE;PICARDIE;672059;2486845;155A;Fabrication de lait liquide et de produits frais;;;49.3750175147, 3.32788663141
051.04632;COGELYO PSM;41034884100017;;60700;PONT-SAINTE-MAXENCE;OISE;PICARDIE;619455;2478178;742C;Ingénierie -  études techniques;;;49.3009376602, 2.60376887519
052.00597;LA CORNUBIA;45820176100012;;33016;BORDEAUX;GIRONDE;AQUITAINE;370468;1986008;241E;Fabrication d'autres produits chimiques inorganiques de base;;;44.8366605425, -0.565635946863
10850858;SCA Le Grand Chaume;32475670900022;;85600;SAINT-HILAIRE-DE-LOULAY;VENDEE;PAYS-DE-LA-LOIRE;321152;2228952;012G;Elevage de volailles;;;47.0018390888, -1.33167939307
057.02174;TECHNOPLAST SA;32794453400012;;10430;ROSIERES-PRES-TROYES;AUBE;CHAMPAGNE-ARDENNES;729000;2363900;252E;Fabrication d'éléments en matières plastiques pour la construction;;;48.2613172592, 4.07371538683
055.03641;Station d'épuration de Carhaix - Moulin Hézec;57202552600334;;29270;CARHAIX-PLOUGUER;FINISTERE;BRETAGNE;161600;2380599;;non renseigné;;;48.2759544341, -3.5740130275
058.02963;PLS contrôle;41761552300038;;76330;NOTRE-DAME-DE-GRAVENCHON;SEINE-MARITIME;HAUTE-NORMANDIE;471467;2500445;743B;Analyses -  essais et inspections techniques;;;49.4882296272, 0.564124694059
054.01107;WILLIAM SAURIN;34240196500070;;71380;SAINT-MARCEL;SAONE-ET-LOIRE;BOURGOGNE;794843;2299884;151E;Préparation industrielle de produits à base de viandes;;;47.6695351567, 4.93141800245
052.08495;SARL PHENIX RECYCLAGE;50461274800013;RUE AMBROISE II;40390;SAINT-MARTIN-DE-SEIGNANX;LANDES;AQUITAINE;296464.47;1843692.21;3832Z;Récupération de déchets triés;;;43.5300310115, -1.41423856127
061.03412;TRESSE METALLIQUE J FORISSIER;58450229800022;;42401;SAINT-CHAMOND;LOIRE;RHONE-ALPES;769411;2054740;313Z;Fabrication de fils et câbles isolés;;;45.4720838592, 4.50297307732
061.03996;Ets MAMET & Cie;76020043600029;;69726;GENAY;RHONE;RHONE-ALPES;794300;2102800;173Z;Ennoblissement textile;;;45.8976198036, 4.84062153793
064.02023;CAPPA & FILS;30065703800018;;83600;LES ADRETS-DE-L'ESTEREL;VAR;PROVENCE-ALPES-COTE-D'AZUR;964233;1846490;451A;Terrassements divers -  démolition;;;43.526564772, 6.83790567651
056.00011;MANURHIN DEFENSE;34450454300051;;03301;CUSSET;ALLIER;AUVERGNE;686225;2126413;296A;Fabrication d'armement;;;46.132397748, 3.45240555912
070.00587;BP France;54203432701113;;62112;CORBEHEM;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;650800;2593500;515A;Commerce de gros de combustibles;;;50.3346443775, 3.04870560171
75100279;EARL DU GUILLET;;;22170;PLELO;COTES-D'ARMOR;BRETAGNE;210212;2408429;;non renseigné;;;48.5566205814, -2.94589131853
75200024;MOINARD Patrick;;;44310;LA LIMOUZINIERE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;300993;2228837;;non renseigné;;;46.9920383504, -1.5963650626
75200091;SOCIETE CIVILE DU GRAND  PUITS;;;45110;CHATEAUNEUF-SUR-LOIRE;LOIRET;CENTRE;591215;2318400;;non renseigné;;;47.8649162873, 2.21911100322
055.02139;Bic Sport;78162695700018;ZI du prat;56000;VANNES;MORBIHAN;BRETAGNE;219770;2308242;3230Z;Fabrication d'articles de sport;;;47.6633450596, -2.72933239642
063.00932;CAPINTER;32019079600021;;49310;VIHIERS;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;382362;2242530;284B;Découpage -  emboutissage;;;47.1467848291, -0.533806030167
070.01126;Marine Harvest Appeti'Marine;50946575300010;;59640;DUNKERQUE;NORD;NORD-PAS-DE-CALAIS;602464;2670679;1020Z;Transformation et conservation de poisson -  de crustacés et de mollusques;;;51.0289402107, 2.37150105774
066.01316;MATERIAUX ROUTIERS DE L'HERAULT;35005807900012;50 rue Terre Mégère;34740;VENDARGUES;HERAULT;LANGUEDOC-ROUSSILLON;730487.57;1851276.54;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;;43.6512827906, 3.95194190126
070.01358;BEURON VADET;40017568300012;;62200;BOULOGNE-SUR-MER;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;548100;2637000;4638A;Commerce de gros (commerce interentreprises) de poissons -  crustacés et mollusques;;;50.7247752171, 1.60314375669
067.00094;SABLIERE OESCH;57850343500013;175 -  rue du Marechal FOCH;67380;LINGOLSHEIM;BAS-RHIN;ALSACE;994301;2408700;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares;48.5563771618, 7.68013946077
063.01462;MSP Industries;41031477700013;;44401;REZE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;304144;2249079;275E;Fonderie de métaux légers;;;47.1753210988, -1.5682062491
061.03105;SICO (Société Industrielle de Conditionnement Optimisé );69732053900037;53 avenue de l'Europe  BP 206;38522;SAINT-EGREVE;ISERE;RHONE-ALPES;862302.97211833;2032292.688368;8292Z;Activités de conditionnement;;;45.2410017335, 5.67750000357
067.00427;Entreprise Jean Lefebvre Alsace;48754159100029;za du ried  67590  SCHWEIGHOUSE SUR MODER;67590;SCHWEIGHOUSE-SUR-MODER;BAS-RHIN;ALSACE;997073.54;2438832.23;4211Z;Construction de routes et autoroutes;;;48.8248873973, 7.74565110747
061.03291;SNF SAS;43000664300034;Adrienne Bolland  ZAC de Milieux;42160;ANDREZIEUX-BOUTHEON;LOIRE;RHONE-ALPES;753983.8;2061208.9;2016Z;Fabrication de matières plastiques de base;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;45.5339114449, 4.3078508213
067.00608;Mars Chocolat France;49488785400037;3 rue de la Sandlach;67501;HAGUENAU;BAS-RHIN;ALSACE;1000412;2438728;1082Z;Fabrication de cacao -  chocolat et de produits de confiserie;;;48.8218811995, 7.79088579711
067.00638;TSM;35258309000035;2 -  rue de Kingersheim;68120;RICHWILLER;HAUT-RHIN;ALSACE;970308;2320869;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;47.7824213427, 7.28111025826
056.01769;DIEHL POWER ELECTRONIC;48980493000019;Le Bourg;43300;SIAUGUES-SAINTE-MARIE;HAUTE-LOIRE;AUVERGNE;701314;2010940;2561Z;Traitement et revêtement des métaux;;;45.091607505, 3.62319620858
053.05119;ch lisieux;26140091500011;;14100;LISIEUX;CALVADOS;BASSE-NORMANDIE;448480;2462993;9601A;Blanchisserie-teinturerie de gros;;;49.1468137975, 0.260928235147
057.01083;Ninin Plismy Lejay;78026225900010;54 route de Pussemange;08700;GESPUNSART;ARDENNES;CHAMPAGNE-ARDENNES;779575;2538875;2550B;Découpage -  emboutissage;;;49.8208258838, 4.82909194656
067.00711;RPC TEDECO GIZEH;30223685600019;RUE D OBERMODERN;67330;BOUXWILLER;BAS-RHIN;ALSACE;977700;2437400;2229B;Fabrication de produits de consommation courante en matières plastiques;;;48.8237238196, 7.48123175195
057.01300;DECOMEP;34095349600015;Zone industrielle Les Moullières;52600;CHALINDREY;HAUTE-MARNE;CHAMPAGNE-ARDENNES;831503;2316056;2229A;Fabrication de pièces techniques à base de matières plastiques;9.(c);Installations destinées au traitement de surface de matières -  d'objets ou de produits à l'aide de solvants organiques -  notamment pour les opérations d'apprêt -  d'impression -  de revêtement -  de dégraissage -  d'imperméabilisation -  de collage -  de peinture -  de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an;47.8029685082, 5.42765367466
064.00293;CHARABOT;41565021700011;;06250;MOUGINS;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;976432;1855902;246E;Fabrication d'huiles essentielles;;;43.6046284926, 6.99520446118
067.00818;TRW Carr France;30462422400032;4 rue Wittholz;67340;INGWILLER;BAS-RHIN;ALSACE;977166.9193028;2442737.1341743;2229A;Fabrication de pièces techniques à base de matières plastiques;;;48.8719019331, 7.47874000319
061.04050;VALORLY;37858919600013;2870 -  Avenue de l'Europe;69140;RILLIEUX-LA-PAPE;RHONE;RHONE-ALPES;799300;2094600;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure;45.8224343436, 4.90156809847
064.00957;FLUXEL Lavéra;53004266200011;Port pétrolier de Lavéra;13117;MARTIGUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;818030.13;1825433.02;3299Z;Autres activités manufacturières n.c.a.;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;43.3975727336, 5.02406528792
070.00893;PLASTIC OMNIUM;41031364700043;;62700;BRUAY-LA-BUISSIERE;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;614767;2609527;252H;Fabrication de pièces techniques en matières plastiques;;;50.4803364442, 2.54411501377
067.01924;SITA REKEM;44454844000130;16 rue du Ried - CS 90730;67850;HERRLISHEIM;BAS-RHIN;ALSACE;1010866.8375536;2431212.3058149;3812Z;Collecte des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;48.747901927, 7.92556000304
061.04655;Centre de valorisation des déchets des Vallées du Mont Blanc;40140583200015;1159 route de la Centrale;74190;PASSY;HAUTE-SAVOIE;RHONE-ALPES;937147;2111879;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure;45.9232310664, 6.68509934342
065.02878;EDF CPE site de Vaires;55208131789409;Allée Marcel Paul;77360;VAIRES-SUR-MARNE;SEINE-ET-MARNE;ILE-DE-FRANCE;623121.57;2430538.47;3511Z;Production d'électricité;;;48.8727463767, 2.65152236116
067.03679;Voirie Service Alsace;41856056100015;61 rue de Rosheim;67870;GRIESHEIM-PRES-MOLSHEIM;BAS-RHIN;ALSACE;983715;2402067;4120B;Construction d'autres bâtiments;;;48.503256624, 7.53116822426
061.03601;MALERBA USINE 4;41456526700013;Rue de Lyon;69470;COURS-LA-VILLE;RHONE;RHONE-ALPES;752860;2123690;2512Z;Fabrication de portes et fenêtres en métal;;;46.0961135308, 4.31357884873
061.03781;USINE ROUTE DE THIZY;72558001300045;10 ROUTE DE THIZY;69170;TARARE;RHONE;RHONE-ALPES;762363.29;2102967.46;1330Z;Ennoblissement textile;;;45.9075243899, 4.42930222997
061.03933;HIT;47988565900025;4 RUE LAVOISIER;69680;CHASSIEU;RHONE;RHONE-ALPES;804642;2084706;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;45.7318819293, 4.96601249301
055.03623;BRETAGNE VIANDES DISTRIBUTION;42025997000010;;29551;QUIMPER;FINISTERE;BRETAGNE;120134;2352586;1011Z;Transformation et conservation de la viande de boucherie;;;47.9955791051, -4.09979719645
061.04111;SONECOVI SUD;31519944800046;Zone Portuaire Avenue du Rhône;69360;TERNAY;RHONE;RHONE-ALPES;793004;2070419;8129B;Autres activités de nettoyage n.c.a.;;;45.6068133827, 4.81080116461
063.05279;BOUVET LADUBAY;66588007600021;;49400;DISTRE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;414656;2249913;1102A;Fabrication de vins effervescents;;;47.2229912123, -0.111225625897
100.00300;Etablissements HEBERT;80602052500028;8 rue du moulin de la Barre;28000;CHARTRES;EURE-ET-LOIR;CENTRE;537310.46524942;2384746.1203246;1061A;Meunerie;;;48.458501911, 1.48916000526
061.04720;NTN-SNR Usine de SEYNOD;32582107200031;13 -  Rue de la Vallée;74600;SEYNOD;HAUTE-SAVOIE;RHONE-ALPES;891200;2104900;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;;;45.8818156089, 6.08914843948
061.04971;UNIFRAX France;33127054600137;17 RUE A.DURAFOUR;42420;LORETTE;LOIRE;RHONE-ALPES;775150;2059220;2320Z;Fabrication de produits réfractaires;3.(f);Installations destinées à la fusion de matières minérales -  y compris celles destinées à la production de fibres minérales d'une capacité de fusion de 20 tonnes par jour;45.5109242506, 4.57795700003
051.03871;COGELYO Alaincourt;42402268900014;;02240;ALAINCOURT;AISNE;PICARDIE;675375;2530225;403Z;Production et distribution de chaleur;;;49.7642164888, 3.38143125709
061.08251;STAUBLI FAVERGES;32572072000011;Place Robert STAUBLI BP 70;74210;FAVERGES;HAUTE-SAVOIE;RHONE-ALPES;907919;2091223;2894Z;Fabrication de machines pour les industries textiles;;;45.7515401385, 6.29537763496
061.09146;OCV CHAMBERY FRANCE;30988081300022;130 avenue des Follaz  BP928;73009;CHAMBERY;SAVOIE;RHONE-ALPES;878381;2070684;2314Z;Fabrication de fibres de verre;3.(e);Installations destinées à la fabrication du verre -  y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour;45.5796871047, 5.9041905742
062.00339;LONGLAVILLE PERFORMANCE FIBERS;47968004300037;PED LONGLAVILLE;54414;LONGWY;MEURTHE-ET-MOSELLE;LORRAINE;851417;2510395;2060Z;Fabrication de fibres artificielles ou synthétiques;4.(a).(viii);matières plastiques de base (polymères -  fibres synthétiques -  fibres à base de cellulose);49.5407763779, 5.80773892174
062.00412;Communauté de communes du bassin de Pompey;24540060100069;Composterie  Route départementale 907;54820;MARBACHE;MEURTHE-ET-MOSELLE;LORRAINE;600644;2429167;8411Z;Administration publique générale;;;48.8608346676, 2.34527757247
055.14057;PEDRON JP SARL;34450422000015;2 rue des Villes Tanets  B.P.54;22120;YFFINIAC;COTES-D'ARMOR;BRETAGNE;226878.56;2396396.02;4511Z;Commerce de voitures et de véhicules automobiles légers;;;48.4585192144, -2.71020429521
065.01686;STHAL (Etablissement de Melun);30821892400014;;77000;MELUN;SEINE-ET-MARNE;ILE-DE-FRANCE;623580;2392683;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.532468301, 2.65567862802
062.01126;Euro Dieuze Industrie;39307050300023;24 Rue ROGER HUSSON  Parc d'activités;57260;DIEUZE;MOSELLE;LORRAINE;921846;2433749;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;48.8213724205, 6.71937636656
49002776;OVOMAUGES;32567639300011;LES GRANDES MAUGES;49120;NEUVY-EN-MAUGES;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;360700;2256700;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.2666802081, -0.826721819761
59055524;SARL LDP;41023476900017;RN 43;59360;BAZUEL;NORD;NORD-PAS-DE-CALAIS;689900;2566900;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;50.0915425857, 3.59087173515
56047098;SCEA DE KERBRIS;49797255400016;Kerbris;56580;CREDIN;MORBIHAN;BRETAGNE;219556;2349562;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.0340475421, -2.76788253804
56102142;EARL DANO JEAN;40050587100014;FOSSAC;56120;LANOUEE;MORBIHAN;BRETAGNE;233137;2345125;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.0020117637, -2.58243030583
062.01477;CEDILOR;31245611400031;rue bois Coulange - Malancourt la Montagne;57360;AMNEVILLE;MOSELLE;LORRAINE;870953;2476442;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;49.2280668729, 6.05492062937
064.01270;CARRIERE BETON GRANULATS SYLVESTRE;31614205800015;;84220;CABRIERES-D'AVIGNON;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;826199;1880700;0811Z;Extraction de pierres ornementales et de construction -  de calcaire industriel -  de gypse -  de craie et d'ardoise;;;43.8914486941, 5.14903377674
56149005;GAEC DES BRUYERES;48943776400017;La Noé;56190;LAUZACH;MORBIHAN;BRETAGNE;233580;2301955;0141Z;Élevage de vaches laitières;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.6147638747, -2.54062976773
56182022;EARL DE KERFRANCOIS;43497352500018;19 -  ROUTE DE BERNE;56320;PRIZIAC;MORBIHAN;BRETAGNE;171669;2355408;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.0567762587, -3.41394764032
56204052;LABOUX JEAN FRANCOIS;35298162500010;Tresuerne;56500;SAINT-ALLOUESTRE;MORBIHAN;BRETAGNE;222000;2335599;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.9101641505, -2.72313773463
75100065;GOASDUFF;63722084900011;CROAS-PRENN;29860;PLABENNEC;FINISTERE;BRETAGNE;100699;2410799;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.5024897713, -4.42625032088
064.02089;SILICES ET REFRACTAIRES DE LA MEDITERRAN;05781077200020;;06410;BIOT;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;984711;1858700;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;;;43.6252751171, 7.09951116207
067.00485;SILO DE SELTZ;77564086500017;;67470;SELTZ;BAS-RHIN;ALSACE;1025083.89965;2449111.24986;4621Z;Commerce de gros (commerce interentreprises) de céréales -  de tabac non manufacturé -  de semences et d'aliments pour le bétail;;;48.8991019346, 8.13620000304
055.02468;CARRIERES ET SABLIERES ROLLAND DOARE;37708032000064;;35043;RENNES;ILLE-ET-VILAINE;BRETAGNE;300600;2353300;142A;Production de sables et de granulats;;;48.1098980489, -1.68523586913
061.03222;Chaufferie de l'Ile d'Amour;06050229100028;;38700;LA TRONCHE;ISERE;RHONE-ALPES;868000;2028600;403Z;Production et distribution de chaleur;;;45.2056139616, 5.74793307906
02422103;Elevage de la Ferme MALIN;33441204600040;Ferme de Malin;02120;LESQUIELLES-SAINT-GERMAIN;AISNE;PICARDIE;692374;2549237;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);49.9326422425, 3.62135959339
065.06824;Chantovent;31766839000022;;78270;BONNIERES-SUR-SEINE;YVELINES;ILE-DE-FRANCE;544467;2448918;4634Z;Commerce de gros (commerce interentreprises) de boissons;;;49.0359177537, 1.57750177373
051.01170;PHARMATIS;43129188900027;ZA EST N°1;60190;ESTREES-SAINT-DENIS;OISE;PICARDIE;621943.07;2492137.42;2120Z;Fabrication de préparations pharmaceutiques;;;49.426258697, 2.63868472834
061.04374;MITHIEUX;74732008300039;570 avenue de Villarcher  ZI Les Landiers Nord  CS 39430;73094;CHAMBERY;SAVOIE;RHONE-ALPES;876816;2074484;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;45.614475788, 5.88635889843
061.04388;BLANCHON SA;39011288600028;Usine de La Gourdinière   270 route du stade;73330;DOMESSIN;SAVOIE;RHONE-ALPES;863300;2065500;2030Z;Fabrication de peintures -  vernis -  encres et mastics;;;45.5390813774, 5.70831346323
222.00007;C.A.R.A.I.B. MOTER;37913468700035;Pointe Jean Claude;97231;Le Robert;MARTINIQUE;MARTINIQUE;721152.0717829;1623197.8073119;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;1.(e);Broyeurs à charbon d'une capacité d'une tonne heure;41.6052738885, 3.78441820018
072.02477;CENTRE HOSPITALIER GENERAL (NIORT);26790001700018;;79000;NIORT;DEUX-SEVRES;POITOU-CHARENTES;384255;2150596;8610Z;Activités hospitalières;;;46.3208501226, -0.465642486721
074.04828;SANOFI WINTHROP INDUSTRIE;77566225700309;180 rue jean-jaurès;94700;MAISONS-ALFORT;VAL-DE-MARNE;ILE-DE-FRANCE;607668;2423100;2120Z;Fabrication de préparations pharmaceutiques;;;48.8062620776, 2.4408439935
071.00039;GENERALL AUTOS;31822654500040;10 -  rue des Vavangues -  ZAC chemin Finette;97490;Saint-Denis;REUNION;REUNION;152255.53712663;58795.228484743;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;;27.727004697, -1.98195090611
071.00092;MAUVILAC;49330985000011;Z.I N°1;97420;Le Port;REUNION;REUNION;136060.01341365;57790.639771527;2030Z;Fabrication de peintures -  vernis -  encres et mastics;;;27.7106333286, -2.13727955525
067.04465;auto assistance schmitt;49102649800015;121 grand'rue;68130;WALHEIM;HAUT-RHIN;ALSACE;969947.22;2305743.46;4520A;Entretien et réparation de véhicules automobiles légers;;;47.6468549559, 7.2636632354
072.00392;Carrières SAUVAGET;41107643300043;2 route des jamelles;17620;ECHILLAIS;CHARENTE-MARITIME;POITOU-CHARENTES;342924.53;2106286.99;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;;;45.9080364114, -0.977612525107
072.00584;GCM ST PORCHAIRE;48056045700016;Fief du moulin;17250;SAINT-PORCHAIRE;CHARENTE-MARITIME;POITOU-CHARENTES;358274.458449514;2096179.78096607;0811Z;Extraction de pierres ornementales et de construction -  de calcaire industriel -  de gypse -  de craie et d'ardoise;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares;45.8228242182, -0.774782160835
